906354	61956.1	3172.77	518881	143682	5399.4	110383	3334.96	13948.6	746.876	68581.7	5184.85	507.424	42470.2	11945.7	648.927	9318.28	740.607	1452.65	169.29	3653.31	485.757	144.12	2382.02	825.306	113.566	667.788	158.279	170.932	151.837	376860	120180	11019.7	220820	213562	15505.3	86589.9	9173.26	12561.4	1381.67	62609.9	22235.4	2130.72	34067	36581.9	2640.62	12838	1678.13	2065.82	313.404	9012.74	3900.54	489.143	4591.68	5365.21	634.085	1980.21	397.818	340.415	115.245	707.624	552.873	463.2	315.679	831.796	226.502	368.69	113.051	96.7231	106.211	25595	45005.9	8496.39	11124.7	55733.4	10451.6	13074.2	5485.57	2158.4	781.77	8209.57	17098.6	2857.44	3647.34	19090.7	3466.43	3876.84	1705.43	752.622	307.726	2530.81	5328.13	877.442	825.454	4828.52	944.073	798.152	379.053	232.822	149.239	421.283	1351.99	624.702	247.963	961.428	587.107	212.915	133.683	93.4478	76.7154	5973.22	2740.57	5914.97	3352.37	1382.52	1363.07	255.36	245.054	3327.31	1486.67	3319.82	1744.33	727.732	854.207	129.541	121.186	1558.94	575.897	1262.64	704.126	249.667	311.364	93.9492	121.865	954.816	564.528	669.085	569.493	181.591	344.371	72.7585	81.9496	636.532	661.157	324.73	690.765	166.648	325.316	99.6116	127.934	419.775	486.8	283.494	604.158	133.271	307.692	108.04	102.871	316.751	379.343	207.046	391.064	122.372	221.906	86.9363	68.2436	229.224	559.015	192.047	396.813	92.5605	173.325	71.4083	71.638
61956.1	7487.93	267.849	39464.7	11008	428.616	8264.43	256.981	1039.06	62.0765	4782.71	512.714	52.3169	2994.86	888.196	54.4712	700.71	78.2017	114.161	18.3212	318.189	62.1832	20.8422	214.128	80.8855	14.5114	64.5664	19.9386	19.7218	19.2192	27860.4	9111.09	1037.49	16430.5	15609.5	1258.87	6219.73	645.916	938.042	109.791	4818.02	1821.25	209.934	2625.39	2771.64	221.147	930.206	125.885	160.747	29.4658	664.393	327.518	53.738	324.064	382.874	67.2725	153.484	41.4615	31.1025	14.3567	64.2137	65.1222	59.8851	30.2265	93.7032	29.7658	40.2868	14.1866	12.6322	13.9787	2041.69	3723.57	799.098	917.472	4180.28	893.807	957.689	404.074	151.917	67.3209	669.664	1426.49	285.76	305.964	1514.07	319.176	310.187	135.308	61.5055	30.3264	187.797	444.17	91.5744	73.8523	402.183	84.5215	63.6276	34.3443	22.0557	14.724	41.7945	154.534	90.1951	27.4173	99.7294	76.4803	24.0762	16.8755	11.3354	10.226	537.195	273.54	498.854	300.735	107.938	105.457	24.871	23.5556	276.768	142.529	262.374	160.038	64.5326	70.9236	13.4047	13.0799	138.419	60.8516	100.899	65.967	24.0014	30.9407	10.143	13.6318	106.621	75.0115	71.6926	71.5347	19.0845	42.523	9.45531	11.2289	70.8319	71.0633	35.7734	68.8479	18.8569	30.4068	13.1443	16.244	42.5379	55.454	31.2912	58.3903	17.1031	28.0864	13.7972	12.4618	34.1652	43.5927	26.23	44.1224	13.7507	23.8369	10.7913	9.44549	27.866	73.6802	21.7984	52.7209	11.1974	21.5564	9.40159	10.2455
3172.77	267.849	104.481	2076.08	590.566	27.6356	451.785	21.1068	65.0303	8.48087	276.704	35.5407	11.6771	189.094	59.2984	8.79438	43.7555	16.7389	10.8493	4.32287	33.1832	10.6224	5.42721	26.0176	10.9971	3.32698	10.2826	5.4189	4.83913	4.96212	1556.97	539.101	61.0926	940.174	889.836	78.6418	349.613	41.5265	51.3879	11.6264	260.352	108.516	15.1529	144.052	170.851	18.1937	59.3488	12.0666	11.3594	5.11264	48.3165	27.3909	8.08373	31.3899	30.397	9.7901	14.7295	7.71545	4.78842	3.27602	9.73916	10.5144	7.96428	6.49461	17.4937	5.00025	9.31767	3.24647	3.10576	3.85329	134.999	215.489	52.1377	61.1806	243.719	58.6152	60.497	29.5493	13.226	6.68283	50.4269	94.4782	21.6443	28.4737	104.91	25.0716	24.3911	12.4785	7.02082	4.43466	17.1659	31.975	9.8257	9.36532	27.5195	7.70105	7.56402	5.50446	4.20054	3.18775	6.44366	18.1386	10.8569	5.74226	11.4699	8.95576	4.75624	3.20719	2.74817	2.2624	36.1225	21.3452	28.9544	18.4334	10.2762	10.8599	4.17468	4.15493	23.6615	10.4733	18.1488	12.0519	7.76707	8.35006	2.71296	3.00135	11.9802	5.59947	9.85774	5.41873	4.83682	6.30093	2.44684	2.91525	11.4437	9.8755	9.34649	8.50674	3.42423	6.77461	2.50414	2.68645	7.58088	7.25893	4.9693	7.28393	4.42973	4.52968	3.16461	3.55267	6.49307	7.26095	5.62693	8.97322	4.25736	5.58152	3.61294	3.00083	5.08428	6.12758	4.0783	5.68763	3.31077	4.89722	2.63783	2.24562	4.81844	10.6549	4.06372	7.37466	2.74436	4.30453	2.41293	2.22438
518881	39464.7	2076.08	384840	95527.2	3674.4	74653.2	2287.51	9613.42	511.154	42061.7	3387.14	346.504	31181.1	8127.46	422.997	6437.02	463.488	1019.9	110.127	2174.52	309.57	97.121	1668.57	540.902	70.788	425.864	106.745	118.662	105.697	256637	81101.5	6943.44	152962	148234	10466.7	60909	6302.99	8358.17	953.311	41411.4	14262.2	1278.09	23246	24404	1767.86	8846.73	1116.32	1376.27	215.983	5638.74	2429.72	303.634	2896.78	3480.08	417.862	1283.92	292.013	225.058	75.8842	439.964	326.132	260.925	214.501	557.654	136.163	247.202	75.8275	71.7511	66.425	16834	28951	4892.98	7545.23	36983.5	6645.13	9028.87	3663.04	1539.99	561.168	5245.33	10337.7	1632.49	2377.33	12285.9	2175.77	2657.78	1110.8	519.09	212.366	1591.38	3174.04	497.722	568.107	3073.72	581.011	542.653	266.358	154.368	98.2065	252.785	809.327	349.593	142.23	587.386	341.813	125.652	87.3082	59.6932	48.746	3486.47	1459.37	3877.73	2059.76	930.588	900.101	182.733	153.051	1888	814.413	2069.64	1060.51	482.033	560.777	89.8404	77.3523	846.825	323.351	763.249	398.126	155.287	208.334	63.2786	78.0031	593.839	355.464	445.757	366.715	127.851	228.212	48.6089	55.7373	352.718	347.413	200.964	410.116	115.504	195.822	68.5543	86.2562	267.897	295.332	192.284	387.122	89.1759	198.31	76.1779	67.8204	185.103	206.41	134.753	226.221	77.8847	135.379	58.8887	45.46	137.841	325.322	134.445	256.57	60.9322	118.288	46.7914	47.9202
143682	11008	590.566	95527.2	33142.9	1007.83	20641.2	635.591	2609.19	151.588	11626.1	954.92	105.21	7872.41	2571.95	131.29	1790.47	152.566	280.787	33.5732	647.589	103.469	33.7587	479.119	173.596	24.4855	131.227	32.989	34.9126	36.5664	70850.8	22709.2	1972.62	41986.1	40758.7	2915.05	16625.8	1714.43	2437.63	273.776	11457.5	4136.7	374.843	6399.84	6810.86	507.978	2422.17	317.625	402.209	62.1194	1604.95	695.175	96.1795	816.993	967.612	130.485	361.714	81.0863	66.3398	25.6868	132.01	103.26	87.3755	64.1442	173.85	44.6418	77.4914	23.8032	23.0102	20.2769	4737.66	8092.86	1446.9	2082.51	10352.6	1871.62	2463.03	1015.39	401.123	156.508	1500.25	3013.6	499.455	695.644	3534.15	640.332	754.897	332.594	147.019	62.4736	443.587	951.179	162.69	167.36	903.422	185.183	160.196	82.5116	44.069	31.9866	80.4507	261.756	116.842	47.7738	182.888	109.965	43.263	30.2357	19.2351	15.6466	1018.44	469.498	1085.03	621.603	267.561	271.204	51.5376	49.9279	588.054	257.85	583.912	325.237	130.397	167.432	26.7855	24.9829	284.509	102.018	230.05	127.351	47.6856	66.7699	19.0361	24.5969	191.088	113.513	138.735	118.172	39.8576	64.7719	18.1268	18.032	105.051	108.983	63.0115	124.497	37.3339	56.6204	21.1836	27.6504	82.2172	93.3028	60.2691	117.733	28.7924	57.9192	25.0804	22.6135	60.355	66.9016	40.3891	66.2783	24.7982	42.3026	17.3501	15.6445	44.2226	104.427	41.376	79.7731	19.3665	38.2548	15.619	16.4937
5399.4	428.616	27.6356	3674.4	1007.83	159.013	797.548	30.1756	108.614	11.7479	508.634	54.0351	9.41629	349.598	105.198	17.1759	83.3967	16.0251	16.3103	4.76019	43.9719	10.0252	5.40929	32.9841	13.0944	3.6111	12.4849	5.70853	5.07398	5.36433	2837.98	930.675	90.6856	1722.19	1700.09	133.911	648.574	72.5939	106.837	15.9415	504.965	175.419	22.0799	282.934	292.888	26.1017	101.475	17.4333	20.7308	5.85645	73.5862	36.0457	7.79942	41.3872	51.5645	11.7908	20.4842	9.18094	5.9013	3.51981	13.2264	9.68264	8.31119	6.9542	16.0413	5.19002	9.91792	3.27937	3.40205	3.81317	201.39	331.99	65.3723	102.478	434.806	85.7709	102.88	47.1463	20.915	8.95318	62.7618	120.862	24.0307	38.1852	157.868	30.5755	34.5613	16.7148	9.25211	4.92354	22.4353	35.7106	10.6352	10.8612	36.8933	9.14132	9.38944	6.33915	4.75883	3.50512	6.60894	16.3847	10.5564	5.58202	10.4191	8.25433	4.41726	4.29256	2.85798	2.32105	48.5396	21.8071	43.0708	25.77	12.66	12.5524	4.97797	4.87299	27.9117	12.5098	27.1106	17.7124	8.10362	9.3058	2.87203	3.00865	13.799	6.63182	11.898	6.75131	4.69115	5.83247	2.39515	3.10834	13.4886	8.86121	9.62899	9.0576	3.66176	7.23815	2.33477	2.66592	8.62156	8.01585	5.11124	8.58695	4.76176	4.75472	3.3349	3.92469	7.4193	8.09779	5.48917	9.95277	4.75944	6.52992	3.50674	3.40319	5.6331	6.79072	4.13448	6.21315	3.30692	4.80742	2.72196	2.27506	4.53084	9.80229	4.31473	7.7092	2.82821	4.51594	2.49189	2.46663
110383	8264.43	451.785	74653.2	20641.2	797.548	31108.3	511.993	2208.08	119.158	9513.83	701.145	63.9103	6745.75	1856.28	84.3704	2832.44	98.8513	228.602	23.4678	496.171	64.3318	15.6079	360.447	121.844	14.8959	148.411	18.4582	20.8444	20.0078	59268.6	18205.3	1433.34	35630.9	34101	2303.21	14685.2	1475.02	2136.6	222.811	9021.61	3318	243.668	5485.33	5761.94	391.355	2203.54	264.781	350.028	47.0141	1302.04	466.986	54.9244	641.844	799.304	82.9535	295.752	60.0934	49.3408	16.8841	94.6374	47.2311	39.9293	45.7387	113.483	20.4222	43.4688	15.0275	12.6876	12.7773	3727.96	6181.37	898.583	1685.14	8382.89	1425.09	2040.97	900.917	360.972	126.716	1131.41	2221.61	285.236	530.231	2683.85	439.75	581.153	267.917	117.258	44.582	354.951	675.435	75.2874	110.32	646.528	111.465	130.965	58.4267	32.4171	18.651	54.2588	167.938	43.9721	24.3895	98.9944	60.8605	20.8425	18.9776	10.4074	9.48214	653.286	268.856	829.402	410.854	224.966	208.562	34.8246	32.3161	323.693	136.919	382.355	192.956	109.42	105.104	17.3349	14.2074	163.342	50.6484	134.186	74.8756	39.181	39.4907	11.7783	13.3995	103.644	57.2868	93.0545	75.3386	29.2591	49.0425	8.42747	10.9582	52.0633	54.2081	41.7985	82.846	27.9648	39.8859	12.6708	15.7059	39.1119	50.0893	36.451	78.1405	21.983	37.6254	14.9311	13.0516	38.1546	22.6527	20.8378	45.2366	18.4201	28.293	10.7683	7.33733	27.3262	49.5211	29.4718	42.8354	13.3682	23.8514	8.14501	9.09314
3334.96	256.981	21.1068	2287.51	635.591	30.1756	511.993	75.115	71.8544	6.12318	309.647	30.207	5.78758	212.836	71.0865	5.93742	51.384	14.7965	10.621	2.65714	25.7697	5.73439	3.33383	20.2842	7.77304	1.97631	7.59817	3.49283	2.90391	3.14652	1833.83	580.2	55.8954	1114.42	1077.57	84.7903	448.129	50.4767	67.9592	10.8475	294.931	110.079	10.8646	169.408	177.209	16.4005	67.1805	10.4839	13.3599	3.51271	43.3377	22.1271	5.36565	26.5229	32.4951	6.98493	13.1669	4.77105	3.43484	2.30414	7.12966	6.48787	4.40188	4.25141	11.4816	2.96372	5.61681	1.94167	1.85645	2.16536	129.618	202.418	40.3626	59.1429	264.108	52.6044	67.0657	30.597	13.7987	5.73072	45.838	74.217	13.163	22.7583	93.7078	21.042	22.677	10.8678	5.64603	3.40465	12.601	23.6245	5.38944	7.23219	25.6948	6.73787	6.85902	4.27279	2.71468	2.01829	3.65541	9.62481	5.70979	3.73062	5.6718	4.30978	3.13507	2.18922	1.61445	1.44025	26.0624	13.0357	27.7264	17.401	9.36416	7.91283	2.9008	2.83839	13.9872	6.40938	16.9616	9.19763	6.50962	6.1268	1.83984	1.77304	8.05329	3.94918	7.29832	3.89746	3.02551	3.88328	1.44148	1.79811	7.32264	5.35477	5.74179	5.59733	2.32282	4.23352	1.32914	1.6257	5.24526	4.47818	3.57059	4.73468	2.74925	2.83219	1.90111	2.18032	3.88111	4.4579	3.72364	6.32533	2.54274	3.88577	2.20049	1.95186	3.38906	3.13288	2.51434	4.13804	1.90678	3.27726	1.62541	1.34976	2.81307	5.22316	2.75525	4.45122	1.71849	2.85107	1.35682	1.2866
13948.6	1039.06	65.0303	9613.42	2609.19	108.614	2208.08	71.8544	1826.74	22.9949	1244.12	119.569	15.5712	856.85	237.285	19.1377	200.418	25.3028	187.876	6.47585	79.9567	16.6651	7.78878	60.3154	17.8403	4.67452	23.6774	6.78905	12.8749	8.67977	7945.74	2551.39	220.203	4896.49	4736.42	348.286	2003.7	195.005	298.762	37.4496	1259.15	448.295	37.1171	700.322	720.336	58.3677	281.567	39.1106	50.0663	9.37016	192.627	88.2099	14.8402	103.023	130.351	21.4502	57.0257	15.9688	11.4627	4.77894	16.5326	16.6272	9.92606	10.203	29.4264	5.43645	13.0309	4.71393	4.73848	5.67455	481.684	850.371	142.91	242.051	1153.61	196.776	287.119	116.344	57.2375	22.6211	158.124	284.816	56.4511	91.6041	401.419	66.803	86.5932	37.3856	20.7108	9.6825	40.279	69.1542	13.2813	12.3714	69.9599	18.8186	12.3281	8.59046	5.76231	3.99515	10.0727	22.8812	13.8398	9.56161	15.8408	11.901	6.93783	4.83323	4.15333	3.25227	84.7727	35.3804	107.419	59.8988	29.8133	33.4972	7.86952	7.55565	43.2395	22.8636	58.2668	29.964	19.0117	22.3201	4.77594	4.9137	14.3624	6.49284	15.4284	13.2197	7.34938	7.20705	3.62326	3.4209	19.9714	11.5994	14.8223	14.6689	5.90273	12.2919	3.27547	3.84633	12.3959	9.16885	8.5444	13.8142	6.73122	8.49738	4.71882	6.24131	8.85349	12.4952	7.61413	14.4049	6.52741	9.73119	5.5081	4.43309	7.45978	6.86975	5.82961	11.6968	4.88875	6.44077	3.53769	3.42949	5.37254	14.5213	6.06852	10.484	4.24308	6.54154	3.1363	2.99784
746.876	62.0765	8.48087	511.154	151.588	11.7479	119.158	6.12318	22.9949	16.2999	88.6288	13.546	4.0193	68.5801	19.7727	4.06174	15.7206	7.47852	5.11808	3.24589	13.2479	4.91522	2.69796	10.3298	4.84589	1.68812	4.73243	2.83095	2.45804	2.65876	417.069	140.65	18.7873	259.039	261.725	28.341	101.946	12.229	16.663	5.39516	80.5776	31.5934	5.2873	44.4872	46.7734	7.04126	17.9217	4.2264	4.08437	2.36083	14.9267	9.0601	3.23975	9.92364	9.72723	4.44253	5.79367	3.51757	2.28389	1.73104	4.79513	4.66911	3.73436	3.06424	7.89368	2.39688	4.43782	1.60181	1.56442	1.91191	31.8046	62.1329	17.594	22.6382	68.6176	17.1111	17.8116	7.6247	5.29048	2.69503	14.0824	22.8755	7.29592	10.347	23.7989	7.63629	6.22846	3.85391	3.0411	1.93109	6.48305	11.4233	3.6044	4.89652	9.87907	4.08904	4.35967	2.51812	2.0155	1.65368	3.031	7.93191	4.82429	2.97278	5.19688	3.83515	2.35563	1.95091	1.38912	1.19228	9.95977	6.22078	9.07727	6.29841	3.61783	3.99659	1.98312	1.99888	6.93369	4.08135	7.86163	4.95859	3.49535	3.39432	1.30785	1.38909	4.36335	2.42709	3.88334	2.38456	2.18857	2.67812	1.10681	1.39239	5.41924	4.43012	4.4382	4.15697	1.72013	3.34621	1.2262	1.31673	3.16841	3.01188	2.32204	2.75443	1.97216	1.881	1.61852	1.87139	2.92536	3.35616	2.56579	3.89835	2.09579	2.77317	1.83603	1.5416	2.3004	2.67592	2.10762	2.49178	1.5577	2.49658	1.3416	1.17033	2.19709	4.67651	1.90811	3.36604	1.38245	2.09597	1.20807	1.20261
